DAY,MONTH,YEAR,HOUR,ENERGIA1,ENERGIA2,TEMPERATURA,UMIDADE,CHUVA,IRRADIACAO
26,08,15,11,1.0,1.1,20.73,80.79,0.0,273.06
26,08,15,12,1.9,1.9,22.08,81.1,0.0,442.04
26,08,15,13,2.2,2.1,23.63,81.3,0.0,592.3
26,08,15,14,1.3,1.2,23.68,81.34,0.0,310.93
26,08,15,15,0.8,0.9,24.16,81.5,0.0,209.56
26,08,15,16,0.4,0.4,23.95,81.49,0.0,96.94
26,08,15,17,0.1,0.0,22.67,81.2,0.0,7.53
26,08,15,18,0.0,0.0,22.68,81.23,0.0,0.03
27,08,15,06,0.0,0.0,13.78,79.23,0.0,1.23
27,08,15,07,0.1,0.1,13.67,79.21,0.0,31.28
27,08,15,08,0.1,0.1,13.75,79.25,0.0,69.78
27,08,15,09,0.8,0.8,14.15,79.28,0.0,186.77
27,08,15,10,0.0,0.0,16.32,79.49,0.0,724.45
27,08,15,11,0.0,0.0,20.16,80.57,0.0,853.57
27,08,15,12,6.6,6.5,21.2,80.68,0.0,723.83
27,08,15,13,0.0,0.0,22.56,80.91,0.0,927.28
27,08,15,14,0.0,0.0,23.01,80.95,0.0,780.23
27,08,15,15,10.8,10.6,23.19,80.98,0.0,684.98
27,08,15,16,1.3,1.3,22.95,80.87,0.0,447.61
27,08,15,17,0.9,0.9,21.86,80.6,0.0,174.21
28,08,15,06,0.0,0.0,9.4,78.16,0.0,0.75
28,08,15,07,0.1,0.0,9.49,78.18,0.0,20.89
28,08,15,08,0.3,0.3,9.98,78.29,0.0,62.86
28,08,15,09,0.4,0.4,10.77,78.41,0.0,129.49
28,08,15,10,2.0,2.1,12.28,78.21,0.0,661.41
28,08,15,11,0.0,0.0,15.18,79.83,0.0,938.99
28,08,15,12,0.0,0.0,17.88,80.21,0.0,950.48
28,08,15,13,0.0,0.0,20.31,80.53,0.0,937.05
28,08,15,14,13.1,12.9,21.94,80.78,0.0,847.2
28,08,15,15,1.7,1.7,22.46,80.92,0.0,400.59
28,08,15,16,1.7,1.6,22.59,80.94,0.0,336.42
28,08,15,17,0.6,0.6,21.81,80.66,0.0,186.76
29,08,15,06,0.0,0.0,10.19,78.32,0.0,0.74
29,08,15,07,0.0,0.1,10.15,78.29,0.0,18.84
29,08,15,08,0.3,0.3,10.4,78.35,0.0,62.63
29,08,15,09,0.8,0.8,11.46,78.63,0.0,275.49
29,08,15,10,2.4,2.3,13.22,78.86,0.0,721.66
29,08,15,11,2.6,2.6,17.37,79.96,0.0,935.43
29,08,15,12,2.8,2.7,20.45,80.62,0.0,888.08
29,08,15,13,3.3,3.2,22.59,81.03,0.0,776.4
29,08,15,14,4.0,4.0,24.12,81.33,0.0,715.04
29,08,15,15,1.5,1.5,25.66,81.75,0.0,437.15
29,08,15,16,1.1,1.1,25.78,81.72,0.0,269.56
29,08,15,17,0.3,0.3,24.55,81.32,0.0,90.08
03,08,15,07,0.0,0.0,13.35,84.15,0.0,19.69
03,08,15,08,0.0,0.0,13.98,84.29,0.1,171.41
03,08,15,09,0.0,0.0,16.19,84.32,0.0,523.39
03,08,15,10,0.0,0.0,19.72,85.64,0.0,712.85
03,08,15,11,0.0,0.0,22.24,85.69,0.0,812.8
03,08,15,12,0.0,0.0,24.99,86.1,0.0,681.53
03,08,15,13,0.0,0.0,28.52,86.62,0.0,765.7
03,08,15,14,0.0,0.0,29.48,86.64,0.0,715.37
03,08,15,15,0.0,0.0,28.79,86.66,0.0,375.5
03,08,15,16,0.0,0.0,28.04,86.48,0.0,131.62
03,08,15,17,0.0,0.0,25.64,86.12,0.0,21.01
30,08,15,06,0.0,0.0,13.05,78.94,0.0,1.03
30,08,15,07,0.1,0.1,13.01,78.95,0.1,18.07
30,08,15,08,0.3,0.2,13.31,79.01,0.0,62.79
30,08,15,09,0.5,0.6,13.96,79.2,0.0,129.81
30,08,15,10,0.9,0.9,14.79,79.26,0.0,443.51
30,08,15,11,2.3,2.3,17.08,79.27,0.0,941.58
30,08,15,12,0.0,0.0,21.24,80.98,0.0,956.22
30,08,15,13,0.0,0.0,24.71,81.51,0.0,920.55
30,08,15,14,10.9,10.7,26.15,81.64,0.0,836.15
30,08,15,15,2.7,2.8,27.7,81.96,0.0,654.45
30,08,15,16,1.8,1.7,28.88,82.1,0.0,451.7
30,08,15,17,0.5,0.5,27.67,81.97,0.0,182.03
04,08,15,07,0.0,0.0,14.3,84.11,0.0,15.62
04,08,15,08,0.0,0.0,15.16,84.28,0.0,76.14
04,08,15,09,0.0,0.0,15.91,83.97,0.0,167.76
04,08,15,10,0.0,0.0,18.17,84.59,0.0,311.99
04,08,15,11,0.0,0.0,20.41,85.41,0.0,764.49
04,08,15,12,0.0,0.0,23.16,85.71,0.0,702.37
04,08,15,13,0.0,0.0,24.28,85.88,0.0,403.89
04,08,15,14,0.0,0.0,24.91,86.17,0.0,352.84
04,08,15,15,0.0,0.0,25.6,86.19,0.0,384.57
04,08,15,16,0.0,0.0,26.54,86.31,0.0,375.04
04,08,15,17,0.0,0.0,25.41,86.11,0.0,129.04
05,08,15,07,0.0,0.0,15.84,84.38,0.0,13.61
05,08,15,08,0.0,0.0,15.73,84.36,0.0,109.17
05,08,15,09,0.0,0.0,16.74,84.61,0.0,284.17
05,08,15,10,0.0,0.0,18.51,84.57,0.0,633.19
05,08,15,11,0.0,0.0,22.37,85.98,0.0,761.52
05,08,15,12,0.0,0.0,23.7,85.65,0.0,750.47
05,08,15,13,0.0,0.0,24.4,85.69,0.0,690.29
05,08,15,14,0.0,0.0,24.91,85.75,0.0,652.27
05,08,15,15,0.0,0.0,24.67,85.71,0.0,545.94
05,08,15,16,0.0,0.0,24.27,85.62,0.0,360.37
05,08,15,17,0.0,0.0,22.44,85.34,0.0,77.7
06,08,15,06,0.0,0.0,15.25,84.17,0.0,0.0
06,08,15,07,0.0,0.0,14.7,84.07,0.0,16.31
06,08,15,08,0.0,0.0,15.26,84.19,0.0,103.03
06,08,15,09,0.0,0.0,15.51,84.18,0.0,211.83
06,08,15,10,0.0,0.0,17.46,84.14,0.0,403.09
06,08,15,11,0.0,0.0,21.08,85.31,0.0,764.33
06,08,15,12,0.0,0.0,23.89,85.61,0.0,742.32
06,08,15,13,0.0,0.0,26.99,86.06,0.0,748.39
06,08,15,14,0.0,0.0,29.3,86.38,0.0,462.15
06,08,15,15,0.0,0.0,29.62,86.37,0.0,542.42
06,08,15,16,0.0,0.0,29.09,86.24,0.0,276.07
06,08,15,17,0.0,0.0,28.35,86.13,0.0,61.08
07,08,15,06,0.0,0.0,15.48,83.77,0.0,0.17
07,08,15,07,0.0,0.0,15.22,83.72,0.0,28.68
07,08,15,08,0.0,0.0,17.38,84.09,0.0,212.92
07,08,15,09,0.0,0.0,19.99,84.67,0.0,413.78
07,08,15,10,0.0,0.0,22.48,84.95,0.0,477.26
07,08,15,11,0.0,0.0,24.77,85.32,0.0,531.29
07,08,15,12,0.0,0.0,29.03,86.0,0.0,628.67
07,08,15,13,0.0,0.0,30.89,86.16,0.0,512.77
07,08,15,14,0.0,0.0,31.72,86.22,0.0,729.14
07,08,15,15,0.0,0.0,31.33,86.14,0.0,574.64
07,08,15,16,0.0,0.0,30.56,86.05,0.0,326.43
07,08,15,17,0.0,0.0,29.78,85.87,0.0,117.18
08,08,15,07,0.0,0.0,15.46,83.33,0.0,23.31
08,08,15,08,0.0,0.0,16.83,83.31,0.0,287.63
08,08,15,09,0.0,0.0,19.61,84.41,0.0,532.86
08,08,15,10,0.0,0.0,22.57,84.8,0.0,716.66
08,08,15,11,0.0,0.0,25.12,84.93,0.0,811.0
08,08,15,12,0.0,0.0,27.37,85.29,0.0,824.99
08,08,15,13,0.0,0.0,29.14,85.61,0.0,794.73
08,08,15,14,0.0,0.0,31.3,85.94,0.0,731.98
08,08,15,15,0.0,0.0,32.28,85.98,0.0,591.12
08,08,15,16,0.0,0.0,31.68,85.78,0.0,387.25
08,08,15,17,0.0,0.0,30.09,85.44,0.0,130.94
09,08,15,07,0.0,0.0,13.7,82.36,0.0,67.11
09,08,15,08,0.0,0.0,15.33,82.44,0.0,301.95
09,08,15,09,0.0,0.0,18.89,83.08,0.0,552.22
09,08,15,10,0.0,0.0,22.81,84.1,0.0,741.52
09,08,15,11,0.0,0.0,25.5,84.45,0.0,827.26
09,08,15,12,0.0,0.0,26.94,84.63,0.0,846.94
09,08,15,13,0.0,0.0,28.79,84.98,0.0,821.42
09,08,15,14,0.0,0.0,29.75,85.14,0.0,751.75
09,08,15,15,0.0,0.0,29.86,85.19,0.0,602.27
09,08,15,16,0.0,0.0,29.29,85.04,0.0,396.85
09,08,15,17,0.0,0.0,27.61,84.7,0.0,132.69
01,09,15,06,0.0,0.0,15.77,79.33,0.1,6.11
01,09,15,07,0.3,0.4,16.27,79.36,0.0,113.07
01,09,15,08,1.4,1.3,18.1,79.95,0.0,337.72
01,09,15,09,2.1,2.1,21.33,80.47,0.0,580.41
01,09,15,10,2.3,2.3,22.76,80.66,0.0,609.85
01,09,15,11,2.4,2.3,23.32,80.81,0.0,725.37
01,09,15,12,1.8,1.8,24.19,80.96,0.0,899.32
01,09,15,13,4.3,4.3,24.15,80.86,0.0,682.86
01,09,15,14,1.4,1.4,23.19,80.75,0.0,416.28
01,09,15,15,1.7,1.6,23.19,80.76,0.0,377.44
01,09,15,16,0.2,0.2,21.79,80.5,0.0,66.32
01,09,15,17,0.2,0.3,20.93,80.34,0.0,50.43
10,09,15,06,0.0,0.0,13.3,78.71,0.0,2.37
10,09,15,07,0.0,0.0,12.97,78.68,0.0,31.1
10,09,15,08,0.4,0.3,13.31,78.78,0.0,73.99
10,09,15,09,1.6,1.7,15.32,79.25,0.0,419.03
10,09,15,10,0.0,0.0,18.45,80.06,0.0,817.95
10,09,15,11,0.0,0.0,21.21,80.6,0.0,900.72
10,09,15,12,7.3,7.2,22.69,80.88,0.0,340.47
10,09,15,13,0.8,0.8,22.93,81.04,0.0,171.69
10,09,15,14,1.0,1.0,23.2,81.03,0.0,250.0
10,09,15,15,1.2,1.1,23.95,81.17,0.0,239.87
10,09,15,16,0.2,0.2,22.99,80.95,8.3,51.41
10,09,15,17,0.0,0.0,16.59,79.85,23.6,2.03
11,09,15,06,0.0,0.0,14.54,79.15,0.0,2.15
11,09,15,07,0.0,0.0,14.56,79.15,0.0,16.17
11,09,15,08,0.0,0.0,14.01,78.98,0.0,38.6
11,09,15,09,0.0,0.0,13.23,78.79,0.0,45.03
11,09,15,10,0.7,0.7,13.15,78.75,0.0,100.37
11,09,15,11,0.0,0.0,12.74,78.62,0.0,111.56
11,09,15,12,2.8,2.8,13.23,78.6,0.0,566.86
11,09,15,13,0.0,0.0,14.37,78.74,0.0,729.43
11,09,15,14,0.0,0.0,14.8,78.79,0.0,800.22
11,09,15,15,6.7,6.5,15.67,79.02,0.0,675.85
11,09,15,16,0.0,0.0,15.57,78.96,0.0,475.31
11,09,15,17,4.2,4.1,14.96,78.69,0.0,200.92
12,09,15,05,0.0,0.0,4.31,76.69,0.0,0.0
12,09,15,06,0.0,0.0,3.48,76.5,0.0,1.87
12,09,15,07,0.2,0.2,3.55,76.52,0.0,47.44
12,09,15,08,0.5,0.5,4.75,76.62,0.0,138.38
12,09,15,09,1.9,1.8,7.32,77.2,0.0,558.45
12,09,15,10,2.9,2.8,9.55,77.48,0.0,826.6
12,09,15,11,0.0,0.0,12.28,78.09,0.0,1006.99
12,09,15,12,0.0,0.0,13.93,78.51,0.0,1006.77
12,09,15,13,0.0,0.0,15.49,78.85,0.0,949.9
12,09,15,14,0.0,0.0,17.18,79.23,0.0,861.57
12,09,15,15,15.3,15.2,17.78,79.36,0.0,701.5
12,09,15,16,2.3,2.2,17.64,79.39,0.0,478.37
12,09,15,17,0.0,0.0,17.31,79.07,0.0,203.13
13,09,15,05,0.0,0.0,4.64,76.69,0.0,0.0
13,09,15,06,0.0,0.0,4.35,76.64,0.0,3.29
13,09,15,07,0.2,0.2,4.46,76.66,0.0,39.25
13,09,15,08,0.3,0.2,5.28,76.74,0.0,117.38
13,09,15,09,1.9,1.9,6.9,76.83,0.0,432.05
13,09,15,10,0.0,0.0,9.92,77.54,0.0,888.89
13,09,15,11,0.0,0.0,13.44,78.45,0.0,1011.38
13,09,15,12,0.0,0.0,16.23,79.1,0.0,1020.54
13,09,15,13,0.0,0.0,17.98,79.53,0.0,969.99
13,09,15,14,0.0,0.0,19.01,79.75,0.0,851.54
13,09,15,15,18.4,18.3,19.59,79.91,0.0,685.07
13,09,15,16,2.4,2.3,19.84,80.03,0.0,463.11
13,09,15,17,0.7,0.7,19.15,79.48,0.0,191.25
14,09,15,06,0.0,0.0,5.16,76.71,0.0,7.05
14,09,15,07,0.2,0.2,5.56,76.77,0.0,61.32
14,09,15,08,1.3,1.3,7.24,76.94,0.0,321.7
14,09,15,09,2.3,2.3,9.89,77.3,0.0,705.82
14,09,15,10,1.5,1.4,13.0,78.17,0.0,892.33
14,09,15,11,0.0,0.0,16.22,79.1,0.0,1006.79
14,09,15,12,0.0,0.0,18.75,79.72,0.0,1022.78
14,09,15,13,0.0,0.0,20.65,80.1,0.0,975.6
14,09,15,14,15.2,15.1,22.04,80.34,0.0,852.6
14,09,15,15,2.2,2.2,22.35,80.36,0.0,682.1
14,09,15,16,0.0,0.0,22.52,80.45,0.0,452.44
14,09,15,17,2.7,2.7,22.02,80.19,0.0,181.35
15,09,15,06,0.0,0.0,7.89,77.26,0.0,10.59
15,09,15,07,0.3,0.2,8.26,77.34,0.0,65.27
15,09,15,08,0.9,0.9,9.98,77.76,0.0,224.42
15,09,15,09,1.0,1.0,12.07,77.56,0.0,315.64
15,09,15,10,1.7,1.7,15.0,78.38,0.0,389.79
15,09,15,11,0.0,0.0,18.9,79.86,0.0,768.84
15,09,15,12,3.0,2.9,21.18,80.28,0.0,758.68
15,09,15,13,4.8,4.8,22.87,80.67,0.0,725.21
15,09,15,14,3.1,3.1,24.45,80.92,0.0,749.86
15,09,15,15,1.5,1.4,25.56,81.2,0.0,452.31
15,09,15,16,1.1,1.2,26.28,81.42,0.0,341.18
15,09,15,17,0.7,0.6,25.86,81.21,0.0,149.69
16,09,15,06,0.0,0.1,15.36,79.0,0.0,13.69
16,09,15,07,0.1,0.0,15.96,79.09,0.0,134.6
16,09,15,08,0.8,0.8,18.54,79.71,0.0,370.92
16,09,15,09,0.0,0.0,24.15,80.92,0.0,596.41
16,09,15,10,3.5,3.4,29.76,81.9,0.0,774.33
16,09,15,11,0.0,0.0,31.87,82.28,0.0,885.18
16,09,15,12,8.3,8.3,33.18,82.48,0.0,890.81
16,09,15,13,3.0,2.9,33.87,82.56,0.0,776.43
16,09,15,14,2.6,2.5,34.41,82.58,0.0,662.48
16,09,15,15,1.5,1.5,33.86,82.49,0.0,353.83
16,09,15,16,0.2,0.3,33.7,82.43,0.0,256.36
16,09,15,17,1.0,0.9,32.97,82.25,0.0,84.96
17,09,15,06,0.0,0.1,19.41,79.26,0.0,20.39
17,09,15,07,0.2,0.2,19.88,79.26,0.0,134.92
17,09,15,08,1.5,1.3,22.0,79.96,0.0,362.15
17,09,15,09,1.8,1.9,24.86,80.34,0.0,555.18
17,09,15,10,0.8,0.8,27.08,80.9,0.0,442.89
17,09,15,11,4.0,3.9,31.01,81.64,0.0,776.3
17,09,15,12,2.3,2.2,33.22,81.93,0.0,751.37
17,09,15,13,0.0,0.0,34.26,82.04,0.0,830.62
17,09,15,14,0.0,0.0,34.5,82.02,0.0,614.98
17,09,15,15,6.0,6.0,34.22,81.96,0.0,456.38
17,09,15,16,0.0,0.0,33.77,81.83,0.0,314.64
17,09,15,17,2.7,2.6,32.81,81.56,0.0,115.17
18,09,15,06,0.0,0.1,20.18,78.82,0.0,17.76
18,09,15,07,0.0,0.0,20.74,78.99,0.0,133.48
18,09,15,08,1.7,1.6,22.1,79.34,0.0,308.22
18,09,15,09,1.0,0.9,24.92,79.96,0.0,297.9
18,09,15,10,2.5,2.6,27.83,80.76,0.0,678.2
18,09,15,11,2.1,2.0,30.19,81.18,0.0,801.34
18,09,15,12,0.0,0.0,32.3,81.26,0.0,847.49
18,09,15,13,0.0,0.0,33.01,81.31,0.0,714.16
18,09,15,14,0.0,0.0,33.24,81.31,0.0,617.37
18,09,15,15,8.5,8.4,32.34,81.13,0.0,93.48
18,09,15,16,1.1,1.1,22.62,79.19,0.0,278.09
18,09,15,17,0.1,0.1,22.37,79.12,0.0,40.29
19,09,15,06,0.0,0.0,18.62,78.31,0.0,6.04
19,09,15,07,0.2,0.2,18.92,78.4,0.0,48.22
19,09,15,08,0.4,0.4,19.31,78.52,0.0,106.7
19,09,15,09,0.1,0.0,19.4,78.48,0.0,6.12
19,09,15,10,0.0,0.0,19.48,78.49,0.1,13.46
19,09,15,11,0.0,0.0,19.78,78.31,0.0,41.16
19,09,15,12,0.0,0.0,20.04,78.39,0.0,55.31
19,09,15,13,0.7,0.7,20.45,78.62,0.0,241.7
19,09,15,14,0.0,0.0,22.05,79.01,0.0,558.08
19,09,15,15,4.0,3.9,22.35,79.13,0.0,331.46
19,09,15,16,0.2,0.2,21.46,78.98,0.0,194.5
19,09,15,17,0.0,0.0,21.19,78.91,0.0,60.97
02,09,15,06,0.0,0.0,15.5,79.09,0.0,4.04
02,09,15,07,0.2,0.1,15.57,79.11,0.0,44.14
02,09,15,08,0.5,0.5,16.19,79.28,0.0,176.53
02,09,15,09,2.0,1.9,18.59,79.59,0.0,492.94
02,09,15,10,2.6,2.6,20.28,80.0,0.0,638.65
02,09,15,11,2.4,2.4,21.19,80.22,0.0,699.32
02,09,15,12,0.7,0.7,21.65,80.31,0.0,647.23
02,09,15,13,3.8,3.7,22.95,80.52,0.0,856.06
02,09,15,14,3.5,3.6,23.89,80.73,0.0,757.95
02,09,15,15,2.5,2.4,23.92,80.78,0.0,551.45
02,09,15,16,1.2,1.2,23.3,80.64,0.0,351.26
02,09,15,17,0.2,0.2,22.02,80.41,0.0,79.24
20,09,15,06,0.8,0.8,17.09,78.1,0.0,8.14
20,09,15,07,0.1,0.0,17.33,78.15,0.0,47.72
20,09,15,08,0.4,0.4,17.66,78.24,0.0,70.66
20,09,15,09,0.3,0.4,18.83,78.26,0.0,96.97
20,09,15,10,0.5,0.5,19.89,78.76,0.0,137.03
20,09,15,11,1.3,1.2,21.04,79.14,0.0,346.26
20,09,15,12,1.1,1.1,21.79,79.2,0.0,226.07
20,09,15,13,0.8,0.7,21.76,79.23,0.0,176.45
20,09,15,14,1.3,1.3,22.84,79.47,0.0,356.23
20,09,15,15,0.5,0.4,22.76,79.41,0.0,105.76
20,09,15,16,0.1,0.1,21.76,79.24,0.0,17.66
20,09,15,17,0.1,0.1,21.3,79.15,0.0,20.04
21,09,15,06,0.0,0.0,16.65,78.19,0.0,9.91
21,09,15,07,0.2,0.3,16.8,78.27,0.0,61.95
21,09,15,08,0.9,0.8,17.38,78.46,0.0,222.3
21,09,15,09,2.2,2.1,18.92,78.49,0.0,645.41
21,09,15,10,0.5,0.6,22.14,77.96,0.0,790.03
21,09,15,11,0.0,0.0,25.6,80.23,0.0,908.52
21,09,15,12,0.0,0.0,28.05,80.73,0.0,957.04
21,09,15,13,0.0,0.0,30.24,81.34,0.0,924.62
21,09,15,14,14.4,14.1,31.26,81.4,0.0,794.08
21,09,15,15,0.0,0.0,31.67,81.44,0.0,607.39
21,09,15,16,0.0,0.0,30.58,81.27,0.0,394.77
21,09,15,17,0.0,0.0,29.3,80.85,0.0,148.25
22,09,15,06,4.1,4.1,18.67,78.67,0.0,6.44
22,09,15,07,0.2,0.2,18.68,78.69,0.0,55.99
22,09,15,08,0.8,0.8,19.02,78.81,0.0,232.46
22,09,15,09,2.1,2.0,20.18,77.94,0.0,579.31
22,09,15,10,2.1,2.1,24.47,79.77,0.0,764.54
22,09,15,11,2.0,2.0,27.8,80.83,0.0,690.32
22,09,15,12,1.7,1.7,29.12,80.88,0.0,875.61
22,09,15,13,0.0,0.0,28.44,80.63,0.0,872.57
22,09,15,14,8.0,7.9,28.83,80.73,0.0,760.58
22,09,15,15,1.9,1.9,28.46,80.6,0.0,580.26
22,09,15,16,1.6,1.6,28.24,80.66,0.0,373.34
22,09,15,17,0.0,0.0,27.23,80.41,0.0,138.27
23,09,15,06,0.0,0.0,18.4,78.6,0.0,8.64
23,09,15,07,0.2,0.2,18.42,78.61,0.0,52.22
23,09,15,08,0.6,0.6,18.95,78.79,0.0,158.75
23,09,15,09,0.5,0.5,20.05,78.3,0.0,497.37
23,09,15,10,2.2,2.1,23.22,79.28,0.0,752.67
23,09,15,11,4.6,4.6,27.11,80.81,0.0,862.44
23,09,15,12,0.0,0.0,29.65,81.24,0.0,907.63
23,09,15,13,4.0,4.0,31.28,81.39,0.0,844.33
23,09,15,14,4.2,4.1,33.35,81.67,0.0,613.86
23,09,15,15,0.0,0.0,33.98,81.6,0.0,475.25
23,09,15,16,1.7,1.7,33.51,81.47,0.0,307.52
23,09,15,17,1.3,1.2,31.91,81.16,0.0,109.76
24,09,15,06,0.1,0.2,19.13,78.36,0.0,16.85
24,09,15,07,0.6,0.5,20.67,78.78,0.0,139.69
24,09,15,08,0.8,0.8,23.06,79.29,0.0,261.85
24,09,15,09,0.8,0.8,25.15,79.71,0.0,389.95
24,09,15,10,2.2,2.2,29.54,80.7,0.0,566.39
24,09,15,11,1.6,1.6,32.13,80.94,0.0,754.45
24,09,15,12,3.4,3.3,32.41,80.99,0.0,555.66
24,09,15,13,0.0,0.0,33.61,81.19,0.0,696.33
24,09,15,14,3.6,3.5,34.01,81.23,0.0,515.89
24,09,15,15,1.9,1.9,33.81,81.16,0.0,450.51
24,09,15,16,1.2,1.2,32.94,80.99,0.0,178.65
24,09,15,17,0.0,0.0,31.4,80.66,0.0,26.51
24,09,15,18,0.0,0.0,25.13,80.17,1.4,1.22
24,09,15,19,0.0,0.0,23.45,79.31,0.0,0.12
25,09,15,06,0.0,0.0,20.97,78.49,0.0,12.09
25,09,15,07,0.2,0.2,21.08,78.52,0.0,53.55
25,09,15,08,0.0,0.0,21.29,78.55,0.0,138.96
25,09,15,09,1.2,1.1,21.71,78.59,0.0,162.11
25,09,15,10,1.0,1.0,21.96,78.64,0.0,320.19
25,09,15,11,1.7,1.7,22.7,78.81,0.0,347.84
25,09,15,12,2.3,2.2,24.07,79.06,0.0,720.19
25,09,15,13,1.2,1.2,25.13,79.32,0.0,568.52
25,09,15,14,2.6,2.5,25.63,79.36,0.0,390.48
25,09,15,15,0.9,1.0,24.49,79.13,0.0,242.76
25,09,15,16,0.4,0.4,23.99,79.06,0.0,107.59
25,09,15,17,0.4,0.3,24.07,79.15,0.0,106.5
26,09,15,06,0.0,0.1,18.11,77.83,0.0,2.12
26,09,15,07,0.3,0.2,17.96,77.8,0.0,52.7
26,09,15,08,0.0,0.0,18.15,77.83,0.1,16.26
26,09,15,09,0.0,0.0,17.87,77.78,0.1,78.44
26,09,15,10,0.0,0.0,18.42,77.89,0.2,40.07
26,09,15,11,0.0,0.0,18.49,77.99,0.0,70.51
26,09,15,12,0.0,0.0,18.83,78.0,0.0,41.72
26,09,15,13,0.0,0.0,18.96,78.09,0.0,32.87
26,09,15,14,0.0,0.0,19.11,78.11,0.1,42.06
26,09,15,15,0.0,0.0,19.32,78.2,0.1,36.59
26,09,15,16,0.0,0.0,19.09,78.21,0.2,4.28
26,09,15,17,0.0,0.0,19.01,78.23,0.2,2.56
27,09,15,06,0.0,0.0,18.49,78.24,0.0,3.43
27,09,15,07,0.0,0.0,18.6,78.27,0.0,17.97
27,09,15,08,0.0,0.0,19.08,78.35,0.0,83.3
27,09,15,09,0.0,0.0,19.47,78.52,0.0,130.9
27,09,15,10,0.0,0.0,19.98,78.66,0.0,182.15
27,09,15,11,0.0,0.0,19.64,78.52,0.0,54.25
27,09,15,12,0.0,0.0,19.0,78.44,0.1,97.76
27,09,15,13,0.0,0.0,19.07,78.44,0.0,126.62
27,09,15,14,0.0,0.0,18.79,78.38,0.2,52.81
27,09,15,15,0.0,0.0,18.35,78.29,0.0,56.73
27,09,15,16,0.0,0.0,18.27,78.28,0.1,46.57
27,09,15,17,0.0,0.0,18.19,78.24,0.0,10.74
28,09,15,06,5.0,4.7,13.3,77.23,0.0,14.14
28,09,15,07,0.3,0.4,13.55,77.28,0.0,127.62
28,09,15,08,0.0,0.0,14.68,77.39,0.0,333.58
28,09,15,09,1.9,1.8,17.1,77.89,0.0,747.33
28,09,15,10,0.0,0.0,18.55,78.5,0.0,917.5
28,09,15,11,0.0,0.0,19.5,78.69,0.0,1026.39
28,09,15,12,0.0,0.0,20.34,78.84,0.0,1024.79
28,09,15,13,0.0,0.0,20.94,78.94,0.0,959.6
28,09,15,14,0.0,0.0,23.16,79.17,0.0,862.64
28,09,15,15,20.9,20.6,23.41,79.27,0.0,611.9
28,09,15,16,1.7,1.6,23.48,79.59,0.0,481.11
28,09,15,17,0.2,0.3,22.72,79.38,0.0,205.52
29,09,15,06,0.3,0.3,11.85,76.93,0.0,7.3
29,09,15,07,0.2,0.1,12.29,77.04,0.0,45.22
29,09,15,08,0.3,0.3,12.99,77.21,0.0,85.1
29,09,15,09,1.0,1.0,14.14,76.91,0.0,277.5
29,09,15,10,2.8,2.8,16.41,78.49,0.0,907.64
29,09,15,11,0.0,0.0,19.22,78.73,0.0,1003.43
29,09,15,12,0.0,0.0,21.83,79.36,0.0,1033.47
29,09,15,13,0.0,0.0,24.05,79.75,0.0,1001.35
29,09,15,14,0.0,0.0,25.73,79.85,0.0,830.39
29,09,15,15,15.8,15.6,26.49,80.08,0.0,625.47
29,09,15,16,1.4,1.4,26.55,80.3,0.0,392.84
29,09,15,17,0.2,0.2,25.15,79.79,0.0,73.02
03,09,15,06,0.0,0.0,15.4,79.06,1.0,0.1
03,09,15,07,0.0,0.0,15.59,79.1,3.0,6.42
03,09,15,08,0.0,0.0,15.65,79.15,6.8,10.62
03,09,15,09,0.0,0.0,15.96,79.23,6.2,51.54
03,09,15,10,0.0,0.0,16.54,79.31,0.3,84.06
03,09,15,11,0.0,0.0,16.94,79.45,0.0,80.61
03,09,15,12,0.0,0.0,17.62,79.65,0.0,253.86
03,09,15,13,0.0,0.0,18.33,79.95,0.0,225.17
03,09,15,14,0.0,0.0,18.65,79.92,0.0,113.18
03,09,15,15,0.0,0.0,18.89,79.95,0.0,146.48
03,09,15,16,0.0,0.0,19.62,80.06,0.0,252.43
03,09,15,17,0.0,0.0,19.18,79.92,0.0,35.94
30,09,15,06,0.2,0.1,15.47,77.77,0.0,19.33
30,09,15,07,0.3,0.3,16.14,77.89,0.0,78.16
30,09,15,08,0.7,0.8,17.24,78.26,0.0,187.47
30,09,15,09,0.8,0.7,18.61,78.64,0.0,263.77
30,09,15,10,1.5,1.5,20.23,78.98,0.0,437.39
30,09,15,11,2.8,2.8,21.18,79.22,0.0,611.97
30,09,15,12,1.4,1.3,21.99,79.33,0.0,755.2
30,09,15,13,3.7,3.7,23.8,79.57,0.0,809.19
30,09,15,14,2.5,2.5,25.31,80.0,0.0,613.68
30,09,15,15,1.3,1.3,26.08,80.13,0.0,348.7
30,09,15,16,0.9,0.8,26.09,80.06,0.0,259.37
30,09,15,17,0.4,0.5,25.74,80.04,0.0,149.74
04,09,15,06,5.2,5.0,13.98,78.78,0.0,4.35
04,09,15,07,0.1,0.2,14.18,78.86,0.0,34.02
04,09,15,08,0.2,0.1,14.86,79.02,0.0,79.94
04,09,15,09,0.7,0.7,15.67,79.21,0.0,119.27
04,09,15,10,0.3,0.3,15.96,79.25,0.0,142.75
04,09,15,11,0.7,0.7,16.94,79.52,0.0,356.75
04,09,15,12,1.6,1.5,17.75,79.69,0.0,465.62
04,09,15,13,0.0,0.0,18.83,79.86,0.0,787.1
